method: org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakingAlgorithm.updateData2:1153650079
$r3(-641921068) -> $r3(1957030995) 
$r4(-641921068) -> $r4(1957030995) 
$r5(-641921068) -> $r5(1957030995) 
$r6(-641921068) -> $r6(1957030995) 
$r7(-641921068) -> $r7(1957030995) 
$r8(-641921068) -> $r8(1957030995) 
$r9(-641921068) -> $r9(1957030995) 
$r10(-641921068) -> $r10(1957030995) 
$r11(-641921068) -> $r11(1957030995) 
$r14(-641921068) -> $r14(1957030995) 
$r15(-641921068) -> $r15(1957030995) 
$r16(-641921068) -> $r16(1957030995) 
$r17(-641921068) -> $r17(1957030995) 
$r18(-641921068) -> $r18(1957030995) 
$r19(-641921068) -> $r19(1957030995) 
0(1957030995) -> 0(-1957030995) 
this(1957030995) -> this(-1957030995) 
bestActiveNode(1957030995) -> bestActiveNode(-1957030995) 
par(1957030995) -> par(-1957030995) 
textDiff(1957030995) -> textDiff(-1957030995) 
$r0(1957030995) -> $r0(-1957030995) 
$r1(1957030995) -> $r1(-1957030995) 
$r3(1957030995) -> $r3(-1957030995) 
$r5(1957030995) -> $r5(-1957030995) 
$r6(1957030995) -> $r6(-1957030995) 
$r7(1957030995) -> $r7(-1957030995) 
$r8(1957030995) -> $r8(-1957030995) 
$r9(1957030995) -> $r9(-1957030995) 
$r10(1957030995) -> $r10(-1957030995) 
$r11(1957030995) -> $r11(-1957030995) 
$r14(1957030995) -> $r14(-1957030995) 
$r15(1957030995) -> $r15(-1957030995) 
$r16(1957030995) -> $r16(-1957030995) 
$r17(1957030995) -> $r17(-1957030995) 
$r18(1957030995) -> $r18(-1957030995) 
$r19(1957030995) -> $r19(-1957030995) 
0(-1957030995) -> 0(960395513) 
this(-1957030995) -> this(960395513) 
bestActiveNode(-1957030995) -> bestActiveNode(960395513) 
par(-1957030995) -> par(960395513) 
textDiff(-1957030995) -> textDiff(960395513) 
$r0(-1957030995) -> $r0(960395513) 
$r1(-1957030995) -> $r1(960395513) 
$r3(-1957030995) -> $r3(960395513) 
$r4(-1957030995) -> $r4(960395513) 
$r5(-1957030995) -> $r5(960395513) 
$r6(-1957030995) -> $r6(960395513) 
$r7(-1957030995) -> $r7(960395513) 
$r8(-1957030995) -> $r8(960395513) 
$r9(-1957030995) -> $r9(960395513) 
$r10(-1957030995) -> $r10(960395513) 
$r11(-1957030995) -> $r11(960395513) 
$r14(-1957030995) -> $r14(960395513) 
$r15(-1957030995) -> $r15(960395513) 
$r16(-1957030995) -> $r16(960395513) 
$r17(-1957030995) -> $r17(960395513) 
$r18(-1957030995) -> $r18(960395513) 
$r19(-1957030995) -> $r19(960395513) 
0(960395513) -> 0(880296139) 
this(960395513) -> this(880296139) 
bestActiveNode(960395513) -> bestActiveNode(880296139) 
par(960395513) -> par(880296139) 
$r0(960395513) -> $r0(880296139) 
$r1(960395513) -> $r1(880296139) 
$r3(960395513) -> $r3(880296139) 
$r4(960395513) -> textDiff(880296139) 
$r4(960395513) -> $r4(880296139) 
$r5(960395513) -> $r5(880296139) 
$r6(960395513) -> $r6(880296139) 
$r7(960395513) -> $r7(880296139) 
$r8(960395513) -> $r8(880296139) 
$r9(960395513) -> $r9(880296139) 
$r10(960395513) -> $r10(880296139) 
$r11(960395513) -> $r11(880296139) 
$r14(960395513) -> $r14(880296139) 
$r15(960395513) -> $r15(880296139) 
$r16(960395513) -> $r16(880296139) 
$r17(960395513) -> $r17(880296139) 
$r18(960395513) -> $r18(880296139) 
$r19(960395513) -> $r19(880296139) 
0(880296139) -> 0(1122363990) 
this(880296139) -> this(1122363990) 
bestActiveNode(880296139) -> bestActiveNode(1122363990) 
par(880296139) -> par(1122363990) 
textDiff(880296139) -> textDiff(1122363990) 
$r0(880296139) -> $r0(1122363990) 
$r1(880296139) -> $r1(1122363990) 
$r3(880296139) -> $r3(1122363990) 
$r4(880296139) -> $r4(1122363990) 
$r5(880296139) -> $r5(1122363990) 
$r6(880296139) -> $r6(1122363990) 
$r7(880296139) -> $r7(1122363990) 
$r8(880296139) -> $r8(1122363990) 
$r9(880296139) -> $r9(1122363990) 
$r10(880296139) -> $r10(1122363990) 
$r11(880296139) -> $r11(1122363990) 
$r14(880296139) -> $r14(1122363990) 
$r15(880296139) -> $r15(1122363990) 
$r16(880296139) -> $r16(1122363990) 
$r17(880296139) -> $r17(1122363990) 
$r18(880296139) -> $r18(1122363990) 
$r19(880296139) -> $r19(1122363990) 
0(1122363990) -> 0(1580845938) 
this(1122363990) -> this(1580845938) 
bestActiveNode(1122363990) -> bestActiveNode(1580845938) 
par(1122363990) -> par(1580845938) 
textDiff(1122363990) -> textDiff(1580845938) 
$r0(1122363990) -> $r0(1580845938) 
$r1(1122363990) -> $r1(1580845938) 
$r3(1122363990) -> $r3(1580845938) 
$r4(1122363990) -> $r4(1580845938) 
$r5(1122363990) -> $r5(1580845938) 
$r7(1122363990) -> $r7(1580845938) 
$r8(1122363990) -> $r8(1580845938) 
$r9(1122363990) -> $r9(1580845938) 
$r10(1122363990) -> $r10(1580845938) 
$r11(1122363990) -> $r11(1580845938) 
$r14(1122363990) -> $r14(1580845938) 
$r15(1122363990) -> $r15(1580845938) 
$r16(1122363990) -> $r16(1580845938) 
$r17(1122363990) -> $r17(1580845938) 
$r18(1122363990) -> $r18(1580845938) 
$r19(1122363990) -> $r19(1580845938) 
0(1580845938) -> 0(171001796) 
this(1580845938) -> this(171001796) 
bestActiveNode(1580845938) -> bestActiveNode(171001796) 
par(1580845938) -> par(171001796) 
textDiff(1580845938) -> textDiff(171001796) 
$r0(1580845938) -> $r0(171001796) 
$r1(1580845938) -> $r1(171001796) 
$r3(1580845938) -> $r3(171001796) 
$r4(1580845938) -> $r4(171001796) 
$r5(1580845938) -> $r5(171001796) 
$r6(1580845938) -> $r6(171001796) 
$r7(1580845938) -> $r7(171001796) 
$r8(1580845938) -> $r8(171001796) 
$r9(1580845938) -> $r9(171001796) 
$r10(1580845938) -> $r10(171001796) 
$r11(1580845938) -> $r11(171001796) 
$r14(1580845938) -> $r14(171001796) 
$r15(1580845938) -> $r15(171001796) 
$r16(1580845938) -> $r16(171001796) 
$r17(1580845938) -> $r17(171001796) 
$r18(1580845938) -> $r18(171001796) 
$r19(1580845938) -> $r19(171001796) 
0(171001796) -> 0(-171001796) 
this(171001796) -> this(-171001796) 
bestActiveNode(171001796) -> bestActiveNode(-171001796) 
par(171001796) -> par(-171001796) 
textDiff(171001796) -> textDiff(-171001796) 
$r0(171001796) -> $r0(-171001796) 
$r1(171001796) -> $r1(-171001796) 
$r3(171001796) -> $r3(-171001796) 
$r4(171001796) -> $r4(-171001796) 
$r5(171001796) -> $r5(-171001796) 
$r7(171001796) -> $r7(-171001796) 
$r8(171001796) -> $r8(-171001796) 
$r9(171001796) -> $r9(-171001796) 
$r10(171001796) -> $r10(-171001796) 
$r11(171001796) -> $r11(-171001796) 
$r14(171001796) -> $r14(-171001796) 
$r15(171001796) -> $r15(-171001796) 
$r16(171001796) -> $r16(-171001796) 
$r17(171001796) -> $r17(-171001796) 
$r18(171001796) -> $r18(-171001796) 
$r19(171001796) -> $r19(-171001796) 
0(-171001796) -> 0(30814098) 
this(-171001796) -> this(30814098) 
bestActiveNode(-171001796) -> bestActiveNode(30814098) 
par(-171001796) -> par(30814098) 
textDiff(-171001796) -> textDiff(30814098) 
$r0(-171001796) -> $r0(30814098) 
$r1(-171001796) -> $r1(30814098) 
$r3(-171001796) -> $r3(30814098) 
$r4(-171001796) -> $r4(30814098) 
$r5(-171001796) -> $r5(30814098) 
$r6(-171001796) -> $r6(30814098) 
$r7(-171001796) -> $r7(30814098) 
$r8(-171001796) -> $r8(30814098) 
$r9(-171001796) -> $r9(30814098) 
$r10(-171001796) -> $r10(30814098) 
$r11(-171001796) -> $r11(30814098) 
$r14(-171001796) -> $r14(30814098) 
$r15(-171001796) -> $r15(30814098) 
$r16(-171001796) -> $r16(30814098) 
$r17(-171001796) -> $r17(30814098) 
$r18(-171001796) -> $r18(30814098) 
$r19(-171001796) -> $r19(30814098) 
0(30814098) -> 0(348986159) 
this(30814098) -> this(348986159) 
bestActiveNode(30814098) -> bestActiveNode(348986159) 
par(30814098) -> par(348986159) 
textDiff(30814098) -> textDiff(348986159) 
$r0(30814098) -> $r0(348986159) 
$r1(30814098) -> $r1(348986159) 
$r3(30814098) -> $r3(348986159) 
$r4(30814098) -> $r4(348986159) 
$r5(30814098) -> $r5(348986159) 
$r6(30814098) -> $r6(348986159) 
$r7(30814098) -> $r7(348986159) 
$r8(30814098) -> $r8(348986159) 
$r9(30814098) -> $r9(348986159) 
$r10(30814098) -> $r10(348986159) 
$r11(30814098) -> $r11(348986159) 
$r14(30814098) -> $r14(348986159) 
$r15(30814098) -> $r15(348986159) 
$r16(30814098) -> $r16(348986159) 
$r17(30814098) -> $r17(348986159) 
$r18(30814098) -> $r18(348986159) 
$r19(30814098) -> $r19(348986159) 
0(348986159) -> 0(-348986159) 
this(348986159) -> this(-348986159) 
bestActiveNode(348986159) -> bestActiveNode(-348986159) 
par(348986159) -> par(-348986159) 
textDiff(348986159) -> textDiff(-348986159) 
$r0(348986159) -> $r0(-348986159) 
$r1(348986159) -> $r1(-348986159) 
$r3(348986159) -> $r3(-348986159) 
$r4(348986159) -> $r4(-348986159) 
$r5(348986159) -> $r5(-348986159) 
$r7(348986159) -> $r7(-348986159) 
$r8(348986159) -> $r8(-348986159) 
$r9(348986159) -> $r9(-348986159) 
$r10(348986159) -> $r10(-348986159) 
$r11(348986159) -> $r11(-348986159) 
$r14(348986159) -> $r14(-348986159) 
$r15(348986159) -> $r15(-348986159) 
$r16(348986159) -> $r16(-348986159) 
$r17(348986159) -> $r17(-348986159) 
$r18(348986159) -> $r18(-348986159) 
$r19(348986159) -> $r19(-348986159) 
0(-348986159) -> 0(960868642) 
this(-348986159) -> this(960868642) 
bestActiveNode(-348986159) -> bestActiveNode(960868642) 
par(-348986159) -> par(960868642) 
textDiff(-348986159) -> textDiff(960868642) 
$r0(-348986159) -> $r0(960868642) 
$r1(-348986159) -> $r1(960868642) 
$r3(-348986159) -> $r3(960868642) 
$r4(-348986159) -> $r4(960868642) 
$r5(-348986159) -> $r5(960868642) 
$r6(-348986159) -> $r6(960868642) 
$r7(-348986159) -> $r7(960868642) 
$r8(-348986159) -> $r8(960868642) 
$r9(-348986159) -> $r9(960868642) 
$r10(-348986159) -> $r10(960868642) 
$r11(-348986159) -> $r11(960868642) 
$r14(-348986159) -> $r14(960868642) 
$r15(-348986159) -> $r15(960868642) 
$r16(-348986159) -> $r16(960868642) 
$r17(-348986159) -> $r17(960868642) 
$r18(-348986159) -> $r18(960868642) 
$r19(-348986159) -> $r19(960868642) 
0(960868642) -> 0(-960868642) 
this(960868642) -> this(-960868642) 
bestActiveNode(960868642) -> bestActiveNode(-960868642) 
par(960868642) -> par(-960868642) 
textDiff(960868642) -> textDiff(-960868642) 
$r0(960868642) -> $r0(-960868642) 
$r1(960868642) -> $r1(-960868642) 
$r3(960868642) -> $r3(-960868642) 
$r4(960868642) -> $r4(-960868642) 
$r5(960868642) -> $r5(-960868642) 
$r7(960868642) -> $r7(-960868642) 
$r8(960868642) -> $r8(-960868642) 
$r9(960868642) -> $r9(-960868642) 
$r10(960868642) -> $r10(-960868642) 
$r11(960868642) -> $r11(-960868642) 
$r14(960868642) -> $r14(-960868642) 
$r15(960868642) -> $r15(-960868642) 
$r16(960868642) -> $r16(-960868642) 
$r17(960868642) -> $r17(-960868642) 
$r18(960868642) -> $r18(-960868642) 
$r19(960868642) -> $r19(-960868642) 
0(-960868642) -> 0(1857160713) 
this(-960868642) -> this(1857160713) 
bestActiveNode(-960868642) -> bestActiveNode(1857160713) 
par(-960868642) -> par(1857160713) 
textDiff(-960868642) -> textDiff(1857160713) 
$r0(-960868642) -> $r0(1857160713) 
$r1(-960868642) -> $r1(1857160713) 
$r3(-960868642) -> $r3(1857160713) 
$r4(-960868642) -> $r4(1857160713) 
$r5(-960868642) -> $r5(1857160713) 
$r6(-960868642) -> $r6(1857160713) 
$r7(-960868642) -> $r7(1857160713) 
$r8(-960868642) -> $r8(1857160713) 
$r9(-960868642) -> $r9(1857160713) 
$r10(-960868642) -> $r10(1857160713) 
$r11(-960868642) -> $r11(1857160713) 
$r14(-960868642) -> $r14(1857160713) 
$r15(-960868642) -> $r15(1857160713) 
$r16(-960868642) -> $r16(1857160713) 
$r17(-960868642) -> $r17(1857160713) 
$r18(-960868642) -> $r18(1857160713) 
$r19(-960868642) -> $r19(1857160713) 
0(1857160713) -> 0(-1857160713) 
this(1857160713) -> this(-1857160713) 
bestActiveNode(1857160713) -> bestActiveNode(-1857160713) 
par(1857160713) -> par(-1857160713) 
textDiff(1857160713) -> textDiff(-1857160713) 
$r0(1857160713) -> $r0(-1857160713) 
$r1(1857160713) -> $r1(-1857160713) 
$r3(1857160713) -> $r3(-1857160713) 
$r4(1857160713) -> $r4(-1857160713) 
$r5(1857160713) -> $r5(-1857160713) 
$r7(1857160713) -> $r7(-1857160713) 
$r8(1857160713) -> $r8(-1857160713) 
$r9(1857160713) -> $r9(-1857160713) 
$r10(1857160713) -> $r10(-1857160713) 
$r11(1857160713) -> $r11(-1857160713) 
$r14(1857160713) -> $r14(-1857160713) 
$r15(1857160713) -> $r15(-1857160713) 
$r16(1857160713) -> $r16(-1857160713) 
$r17(1857160713) -> $r17(-1857160713) 
$r18(1857160713) -> $r18(-1857160713) 
$r19(1857160713) -> $r19(-1857160713) 
0(-1857160713) -> 0(889929173) 
this(-1857160713) -> this(889929173) 
bestActiveNode(-1857160713) -> bestActiveNode(889929173) 
par(-1857160713) -> par(889929173) 
textDiff(-1857160713) -> textDiff(889929173) 
$r0(-1857160713) -> $r0(889929173) 
$r1(-1857160713) -> $r1(889929173) 
$r3(-1857160713) -> $r3(889929173) 
$r4(-1857160713) -> $r4(889929173) 
$r5(-1857160713) -> $r5(889929173) 
$r6(-1857160713) -> $r6(889929173) 
$r7(-1857160713) -> $r7(889929173) 
$r8(-1857160713) -> $r8(889929173) 
$r9(-1857160713) -> $r9(889929173) 
$r10(-1857160713) -> $r10(889929173) 
$r11(-1857160713) -> $r11(889929173) 
$r14(-1857160713) -> $r14(889929173) 
$r15(-1857160713) -> $r15(889929173) 
$r16(-1857160713) -> $r16(889929173) 
$r17(-1857160713) -> $r17(889929173) 
$r18(-1857160713) -> $r18(889929173) 
$r19(-1857160713) -> $r19(889929173) 
0(889929173) -> 0(-889929173) 
this(889929173) -> this(-889929173) 
bestActiveNode(889929173) -> bestActiveNode(-889929173) 
par(889929173) -> par(-889929173) 
textDiff(889929173) -> textDiff(-889929173) 
$r0(889929173) -> $r0(-889929173) 
$r1(889929173) -> $r1(-889929173) 
$r3(889929173) -> $r3(-889929173) 
$r4(889929173) -> $r4(-889929173) 
$r5(889929173) -> $r5(-889929173) 
$r7(889929173) -> $r7(-889929173) 
$r8(889929173) -> $r8(-889929173) 
$r9(889929173) -> $r9(-889929173) 
$r10(889929173) -> $r10(-889929173) 
$r11(889929173) -> $r11(-889929173) 
$r14(889929173) -> $r14(-889929173) 
$r15(889929173) -> $r15(-889929173) 
$r16(889929173) -> $r16(-889929173) 
$r17(889929173) -> $r17(-889929173) 
$r18(889929173) -> $r18(-889929173) 
$r19(889929173) -> $r19(-889929173) 
0(-889929173) -> 0(1963492903) 
this(-889929173) -> this(1963492903) 
bestActiveNode(-889929173) -> bestActiveNode(1963492903) 
par(-889929173) -> par(1963492903) 
textDiff(-889929173) -> textDiff(1963492903) 
$r0(-889929173) -> $r0(1963492903) 
$r1(-889929173) -> $r1(1963492903) 
$r3(-889929173) -> $r3(1963492903) 
$r4(-889929173) -> $r4(1963492903) 
$r5(-889929173) -> $r5(1963492903) 
$r6(-889929173) -> $r6(1963492903) 
$r7(-889929173) -> $r7(1963492903) 
$r8(-889929173) -> $r8(1963492903) 
$r9(-889929173) -> $r9(1963492903) 
$r10(-889929173) -> $r10(1963492903) 
$r11(-889929173) -> $r11(1963492903) 
$r14(-889929173) -> $r14(1963492903) 
$r15(-889929173) -> $r15(1963492903) 
$r16(-889929173) -> $r16(1963492903) 
$r17(-889929173) -> $r17(1963492903) 
$r18(-889929173) -> $r18(1963492903) 
$r19(-889929173) -> $r19(1963492903) 
0(1963492903) -> 0(-1963492903) 
this(1963492903) -> this(-1963492903) 
bestActiveNode(1963492903) -> bestActiveNode(-1963492903) 
par(1963492903) -> par(-1963492903) 
textDiff(1963492903) -> textDiff(-1963492903) 
$r0(1963492903) -> $r0(-1963492903) 
$r1(1963492903) -> $r1(-1963492903) 
$r3(1963492903) -> $r3(-1963492903) 
$r4(1963492903) -> $r4(-1963492903) 
$r5(1963492903) -> $r5(-1963492903) 
$r6(1963492903) -> $r6(-1963492903) 
$r8(1963492903) -> $r8(-1963492903) 
$r9(1963492903) -> $r9(-1963492903) 
$r10(1963492903) -> $r10(-1963492903) 
$r11(1963492903) -> $r11(-1963492903) 
$r14(1963492903) -> $r14(-1963492903) 
$r15(1963492903) -> $r15(-1963492903) 
$r16(1963492903) -> $r16(-1963492903) 
$r17(1963492903) -> $r17(-1963492903) 
$r18(1963492903) -> $r18(-1963492903) 
$r19(1963492903) -> $r19(-1963492903) 
0(-1963492903) -> 0(1063915936) 
this(-1963492903) -> this(1063915936) 
bestActiveNode(-1963492903) -> bestActiveNode(1063915936) 
par(-1963492903) -> par(1063915936) 
textDiff(-1963492903) -> textDiff(1063915936) 
$r0(-1963492903) -> $r0(1063915936) 
$r1(-1963492903) -> $r1(1063915936) 
$r3(-1963492903) -> $r3(1063915936) 
$r4(-1963492903) -> $r4(1063915936) 
$r5(-1963492903) -> $r5(1063915936) 
$r6(-1963492903) -> $r6(1063915936) 
$r7(-1963492903) -> $r7(1063915936) 
$r8(-1963492903) -> $r8(1063915936) 
$r9(-1963492903) -> $r9(1063915936) 
$r10(-1963492903) -> $r10(1063915936) 
$r11(-1963492903) -> $r11(1063915936) 
$r14(-1963492903) -> $r14(1063915936) 
$r15(-1963492903) -> $r15(1063915936) 
$r16(-1963492903) -> $r16(1063915936) 
$r17(-1963492903) -> $r17(1063915936) 
$r18(-1963492903) -> $r18(1063915936) 
$r19(-1963492903) -> $r19(1063915936) 
0(1063915936) -> 0(1286291430) 
this(1063915936) -> this(1286291430) 
bestActiveNode(1063915936) -> bestActiveNode(1286291430) 
par(1063915936) -> par(1286291430) 
textDiff(1063915936) -> textDiff(1286291430) 
$r0(1063915936) -> $r0(1286291430) 
$r1(1063915936) -> $r1(1286291430) 
$r3(1063915936) -> $r3(1286291430) 
$r4(1063915936) -> $r4(1286291430) 
$r5(1063915936) -> $r5(1286291430) 
$r6(1063915936) -> $r6(1286291430) 
$r7(1063915936) -> $r7(1286291430) 
$r8(1063915936) -> $r8(1286291430) 
$r9(1063915936) -> $r9(1286291430) 
$r10(1063915936) -> $r10(1286291430) 
$r11(1063915936) -> $r11(1286291430) 
$r14(1063915936) -> $r14(1286291430) 
$r15(1063915936) -> $r15(1286291430) 
$r16(1063915936) -> $r16(1286291430) 
$r17(1063915936) -> $r17(1286291430) 
$r18(1063915936) -> $r18(1286291430) 
$r19(1063915936) -> $r19(1286291430) 
0(1286291430) -> 0(-1286291430) 
this(1286291430) -> this(-1286291430) 
bestActiveNode(1286291430) -> bestActiveNode(-1286291430) 
par(1286291430) -> par(-1286291430) 
textDiff(1286291430) -> textDiff(-1286291430) 
$r0(1286291430) -> $r0(-1286291430) 
$r1(1286291430) -> $r1(-1286291430) 
$r3(1286291430) -> $r3(-1286291430) 
$r4(1286291430) -> $r4(-1286291430) 
$r5(1286291430) -> $r5(-1286291430) 
$r6(1286291430) -> $r6(-1286291430) 
$r7(1286291430) -> $r7(-1286291430) 
$r8(1286291430) -> $r8(-1286291430) 
$r10(1286291430) -> $r10(-1286291430) 
$r11(1286291430) -> $r11(-1286291430) 
$r14(1286291430) -> $r14(-1286291430) 
$r15(1286291430) -> $r15(-1286291430) 
$r16(1286291430) -> $r16(-1286291430) 
$r17(1286291430) -> $r17(-1286291430) 
$r18(1286291430) -> $r18(-1286291430) 
$r19(1286291430) -> $r19(-1286291430) 
0(-1286291430) -> 0(2129673308) 
this(-1286291430) -> this(2129673308) 
bestActiveNode(-1286291430) -> bestActiveNode(2129673308) 
par(-1286291430) -> par(2129673308) 
textDiff(-1286291430) -> textDiff(2129673308) 
$r0(-1286291430) -> $r0(2129673308) 
$r1(-1286291430) -> $r1(2129673308) 
$r3(-1286291430) -> $r3(2129673308) 
$r4(-1286291430) -> $r4(2129673308) 
$r5(-1286291430) -> $r5(2129673308) 
$r6(-1286291430) -> $r6(2129673308) 
$r7(-1286291430) -> $r7(2129673308) 
$r8(-1286291430) -> $r8(2129673308) 
$r9(-1286291430) -> $r9(2129673308) 
$r10(-1286291430) -> $r10(2129673308) 
$r11(-1286291430) -> $r11(2129673308) 
$r14(-1286291430) -> $r14(2129673308) 
$r15(-1286291430) -> $r15(2129673308) 
$r16(-1286291430) -> $r16(2129673308) 
$r17(-1286291430) -> $r17(2129673308) 
$r18(-1286291430) -> $r18(2129673308) 
$r19(-1286291430) -> $r19(2129673308) 
0(2129673308) -> 0(-2129673308) 
this(2129673308) -> this(-2129673308) 
bestActiveNode(2129673308) -> bestActiveNode(-2129673308) 
par(2129673308) -> par(-2129673308) 
textDiff(2129673308) -> textDiff(-2129673308) 
$r0(2129673308) -> $r0(-2129673308) 
$r1(2129673308) -> $r1(-2129673308) 
$r3(2129673308) -> $r3(-2129673308) 
$r4(2129673308) -> $r4(-2129673308) 
$r5(2129673308) -> $r5(-2129673308) 
$r6(2129673308) -> $r6(-2129673308) 
$r8(2129673308) -> $r8(-2129673308) 
$r9(2129673308) -> $r9(-2129673308) 
$r10(2129673308) -> $r10(-2129673308) 
$r11(2129673308) -> $r11(-2129673308) 
$r14(2129673308) -> $r14(-2129673308) 
$r15(2129673308) -> $r15(-2129673308) 
$r16(2129673308) -> $r16(-2129673308) 
$r17(2129673308) -> $r17(-2129673308) 
$r18(2129673308) -> $r18(-2129673308) 
$r19(2129673308) -> $r19(-2129673308) 
0(-2129673308) -> 0(1309343007) 
this(-2129673308) -> this(1309343007) 
bestActiveNode(-2129673308) -> bestActiveNode(1309343007) 
par(-2129673308) -> par(1309343007) 
textDiff(-2129673308) -> textDiff(1309343007) 
$r0(-2129673308) -> $r0(1309343007) 
$r1(-2129673308) -> $r1(1309343007) 
$r3(-2129673308) -> $r3(1309343007) 
$r4(-2129673308) -> $r4(1309343007) 
$r5(-2129673308) -> $r5(1309343007) 
$r6(-2129673308) -> $r6(1309343007) 
$r7(-2129673308) -> $r7(1309343007) 
$r8(-2129673308) -> $r8(1309343007) 
$r9(-2129673308) -> $r9(1309343007) 
$r10(-2129673308) -> $r10(1309343007) 
$r11(-2129673308) -> $r11(1309343007) 
$r14(-2129673308) -> $r14(1309343007) 
$r15(-2129673308) -> $r15(1309343007) 
$r16(-2129673308) -> $r16(1309343007) 
$r17(-2129673308) -> $r17(1309343007) 
$r18(-2129673308) -> $r18(1309343007) 
$r19(-2129673308) -> $r19(1309343007) 
0(1309343007) -> 0(132075042) 
this(1309343007) -> this(132075042) 
bestActiveNode(1309343007) -> bestActiveNode(132075042) 
par(1309343007) -> par(132075042) 
textDiff(1309343007) -> textDiff(132075042) 
$r0(1309343007) -> $r0(132075042) 
$r1(1309343007) -> $r1(132075042) 
$r3(1309343007) -> $r3(132075042) 
$r4(1309343007) -> $r4(132075042) 
$r5(1309343007) -> $r5(132075042) 
$r6(1309343007) -> $r6(132075042) 
$r7(1309343007) -> $r7(132075042) 
$r8(1309343007) -> $r8(132075042) 
$r9(1309343007) -> $r9(132075042) 
$r10(1309343007) -> $r10(132075042) 
$r11(1309343007) -> $r11(132075042) 
$r14(1309343007) -> $r14(132075042) 
$r15(1309343007) -> $r15(132075042) 
$r16(1309343007) -> $r16(132075042) 
$r17(1309343007) -> $r17(132075042) 
$r18(1309343007) -> $r18(132075042) 
$r19(1309343007) -> $r19(132075042) 
0(132075042) -> 0(1434623543) 
this(132075042) -> this(1434623543) 
bestActiveNode(132075042) -> bestActiveNode(1434623543) 
par(132075042) -> par(1434623543) 
textDiff(132075042) -> textDiff(1434623543) 
$r0(132075042) -> $r0(1434623543) 
$r1(132075042) -> $r1(1434623543) 
$r3(132075042) -> $r3(1434623543) 
$r4(132075042) -> $r4(1434623543) 
$r5(132075042) -> $r5(1434623543) 
$r6(132075042) -> $r6(1434623543) 
$r7(132075042) -> $r7(1434623543) 
$r8(132075042) -> $r8(1434623543) 
$r9(132075042) -> $r9(1434623543) 
$r10(132075042) -> $r10(1434623543) 
$r11(132075042) -> $r11(1434623543) 
$r14(132075042) -> $r14(1434623543) 
$r15(132075042) -> $r15(1434623543) 
$r16(132075042) -> $r16(1434623543) 
$r17(132075042) -> $r17(1434623543) 
$r18(132075042) -> $r18(1434623543) 
$r19(132075042) -> $r19(1434623543) 
0(1434623543) -> 0(-1434623543) 
this(1434623543) -> this(-1434623543) 
bestActiveNode(1434623543) -> bestActiveNode(-1434623543) 
par(1434623543) -> par(-1434623543) 
textDiff(1434623543) -> textDiff(-1434623543) 
$r0(1434623543) -> $r0(-1434623543) 
$r1(1434623543) -> $r1(-1434623543) 
$r3(1434623543) -> $r3(-1434623543) 
$r4(1434623543) -> $r4(-1434623543) 
$r5(1434623543) -> $r5(-1434623543) 
$r6(1434623543) -> $r6(-1434623543) 
$r7(1434623543) -> $r7(-1434623543) 
$r8(1434623543) -> $r8(-1434623543) 
$r9(1434623543) -> $r9(-1434623543) 
$r10(1434623543) -> $r10(-1434623543) 
$r14(1434623543) -> $r14(-1434623543) 
$r15(1434623543) -> $r15(-1434623543) 
$r16(1434623543) -> $r16(-1434623543) 
$r17(1434623543) -> $r17(-1434623543) 
$r18(1434623543) -> $r18(-1434623543) 
$r19(1434623543) -> $r19(-1434623543) 
0(-1434623543) -> 0(552840075) 
this(-1434623543) -> this(552840075) 
bestActiveNode(-1434623543) -> bestActiveNode(552840075) 
par(-1434623543) -> par(552840075) 
textDiff(-1434623543) -> textDiff(552840075) 
$r0(-1434623543) -> $r0(552840075) 
$r1(-1434623543) -> $r1(552840075) 
$r3(-1434623543) -> $r3(552840075) 
$r4(-1434623543) -> $r4(552840075) 
$r5(-1434623543) -> $r5(552840075) 
$r6(-1434623543) -> $r6(552840075) 
$r7(-1434623543) -> $r7(552840075) 
$r8(-1434623543) -> $r8(552840075) 
$r9(-1434623543) -> $r9(552840075) 
$r10(-1434623543) -> $r10(552840075) 
$r11(-1434623543) -> $r11(552840075) 
$r14(-1434623543) -> $r14(552840075) 
$r15(-1434623543) -> $r15(552840075) 
$r16(-1434623543) -> $r16(552840075) 
$r17(-1434623543) -> $r17(552840075) 
$r18(-1434623543) -> $r18(552840075) 
$r19(-1434623543) -> $r19(552840075) 
0(552840075) -> 0(1422497755) 
this(552840075) -> this(1422497755) 
bestActiveNode(552840075) -> bestActiveNode(1422497755) 
par(552840075) -> par(1422497755) 
textDiff(552840075) -> textDiff(1422497755) 
$r0(552840075) -> $r0(1422497755) 
$r1(552840075) -> $r1(1422497755) 
$r3(552840075) -> $r3(1422497755) 
$r4(552840075) -> $r4(1422497755) 
$r5(552840075) -> $r5(1422497755) 
$r6(552840075) -> $r6(1422497755) 
$r7(552840075) -> $r7(1422497755) 
$r8(552840075) -> $r8(1422497755) 
$r9(552840075) -> $r9(1422497755) 
$r10(552840075) -> $r10(1422497755) 
$r11(552840075) -> $r11(1422497755) 
$r14(552840075) -> $r14(1422497755) 
$r15(552840075) -> $r15(1422497755) 
$r16(552840075) -> $r16(1422497755) 
$r17(552840075) -> $r17(1422497755) 
$r18(552840075) -> $r18(1422497755) 
